idCommune;nomCommune;Annee;nbMaison;nbAppart;prixMoyen;prixM2Moyen;surfaceMoy;depCulturellesTotales;budgetTotal;population;departement;gare
35062;LA CHAPELLE-JANSON;2021;17;0;133147.0;1361.59;92.5294;-1.0;-1.0;-1;35;null;
35063;LA CHAPELLE-SAINT-AUBERT;2018;3;0;171633.0;1141.0;159.333;-1.0;-1.0;-1;35;null;
35063;LA CHAPELLE-SAINT-AUBERT;2019;5;0;153300.0;1337.8;115.0;-1.0;-1.0;-1;35;null;
35063;LA CHAPELLE-SAINT-AUBERT;2020;3;0;117000.0;1048.33;105.333;-1.0;-1.0;-1;35;null;
35063;LA CHAPELLE-SAINT-AUBERT;2021;7;0;151714.0;1464.29;115.714;-1.0;-1.0;-1;35;null;
35064;LA CHAPELLE-DE-BRAIN;2018;21;0;72962.1;975.619;75.2381;-1.0;-1.0;-1;35;null;
35064;LA CHAPELLE-DE-BRAIN;2019;25;0;78499.4;937.96;81.76;-1.0;-1.0;-1;35;null;
35064;LA CHAPELLE-DE-BRAIN;2020;18;0;106005.0;1076.22;97.0;-1.0;-1.0;-1;35;null;
35064;LA CHAPELLE-DE-BRAIN;2021;35;0;119181.0;1232.6;91.5143;-1.0;-1.0;-1;35;null;
35065;LA CHAPELLE-THOUARAULT;2018;17;0;187823.0;2020.77;96.9412;-1.0;-1.0;-1;35;null;
35065;LA CHAPELLE-THOUARAULT;2019;24;3;178787.0;1973.44;93.7037;-1.0;-1.0;-1;35;null;
35065;LA CHAPELLE-THOUARAULT;2020;18;5;176647.0;2514.87;79.3478;-1.0;-1.0;-1;35;null;
35065;LA CHAPELLE-THOUARAULT;2021;22;1;238003.0;2453.26;97.6957;-1.0;-1.0;-1;35;null;
35066;CHARTRES-DE-BRETAGNE;2018;71;82;182341.0;2280.29;79.3203;-1.0;-1.0;-1;35;null;
35066;CHARTRES-DE-BRETAGNE;2019;66;73;192380.0;2442.32;78.4029;759.0;10207.0;8023;35;null;
35066;CHARTRES-DE-BRETAGNE;2020;66;81;199832.0;2455.27;82.4286;769.0;0.0;8154;35;null;
35066;CHARTRES-DE-BRETAGNE;2021;47;73;209179.0;2890.39;73.5417;-1.0;-1.0;-1;35;null;
35067;CHASNE-SUR-ILLET;2018;17;0;200659.0;1733.47;115.882;-1.0;-1.0;-1;35;null;
35067;CHASNE-SUR-ILLET;2019;23;0;201793.0;1874.87;107.13;-1.0;-1.0;-1;35;null;
35067;CHASNE-SUR-ILLET;2020;24;0;242800.0;2143.12;115.417;-1.0;-1.0;-1;35;null;
35067;CHASNE-SUR-ILLET;2021;16;0;259374.0;2343.69;111.5;-1.0;-1.0;-1;35;null;
35068;CHATEAUBOURG;2018;58;26;169547.0;1956.01;88.7024;-1.0;-1.0;-1;35;Gare [codeGare=87471524, nomGare=CHATEAUBOURG, estFret=false, estVoyageur=truecommune35068];
35068;CHATEAUBOURG;2019;65;28;180778.0;1998.38;93.0107;254.0;9347.0;7240;35;Gare [codeGare=87471524, nomGare=CHATEAUBOURG, estFret=false, estVoyageur=truecommune35068];
35068;CHATEAUBOURG;2020;77;21;190398.0;2182.59;88.4286;341.0;0.0;7393;35;Gare [codeGare=87471524, nomGare=CHATEAUBOURG, estFret=false, estVoyageur=truecommune35068];
35068;CHATEAUBOURG;2021;68;26;219430.0;2376.19;94.2447;-1.0;-1.0;-1;35;Gare [codeGare=87471524, nomGare=CHATEAUBOURG, estFret=false, estVoyageur=truecommune35068];
35069;CHATEAUGIRON;2018;96;34;218698.0;2192.61;100.138;-1.0;-1.0;-1;35;null;
35069;CHATEAUGIRON;2019;107;43;220887.0;2255.38;98.7067;1739.0;9057.0;10125;35;null;
35069;CHATEAUGIRON;2020;123;36;238072.0;2317.22;104.415;1377.0;0.0;10384;35;null;
35069;CHATEAUGIRON;2021;129;37;276062.0;2660.32;105.253;-1.0;-1.0;-1;35;null;
35070;CHATEAUNEUF-D'ILLE-ET-VILAINE;2018;23;5;168429.0;1806.18;96.4643;-1.0;-1.0;-1;35;null;
35070;CHATEAUNEUF-D'ILLE-ET-VILAINE;2019;37;1;171659.0;1627.5;104.711;-1.0;-1.0;-1;35;null;
35070;CHATEAUNEUF-D'ILLE-ET-VILAINE;2020;24;3;200816.0;1917.41;108.0;-1.0;-1.0;-1;35;null;
35070;CHATEAUNEUF-D'ILLE-ET-VILAINE;2021;24;9;212306.0;2425.76;90.0303;-1.0;-1.0;-1;35;null;
35071;LE CHATELLIER;2018;5;0;153561.0;1118.2;138.0;-1.0;-1.0;-1;35;null;
35071;LE CHATELLIER;2019;6;0;126250.0;1131.5;109.5;-1.0;-1.0;-1;35;null;
35071;LE CHATELLIER;2020;4;0;170000.0;1688.5;106.0;-1.0;-1.0;-1;35;null;
35071;LE CHATELLIER;2021;8;0;131312.0;1126.62;113.75;-1.0;-1.0;-1;35;null;
35072;CHATILLON-EN-VENDELAIS;2018;15;0;145426.0;1412.2;108.133;-1.0;-1.0;-1;35;null;
35072;CHATILLON-EN-VENDELAIS;2019;14;0;110177.0;1158.14;103.643;-1.0;-1.0;-1;35;null;
35072;CHATILLON-EN-VENDELAIS;2020;13;0;110500.0;1239.31;100.077;-1.0;-1.0;-1;35;null;
35072;CHATILLON-EN-VENDELAIS;2021;25;0;134553.0;1337.6;104.24;-1.0;-1.0;-1;35;null;
35075;CHAUVIGNE;2018;8;0;148070.0;1442.25;101.0;-1.0;-1.0;-1;35;null;
35075;CHAUVIGNE;2019;9;0;133256.0;1407.33;92.7778;-1.0;-1.0;-1;35;null;
35075;CHAUVIGNE;2020;11;0;144636.0;1310.64;126.273;-1.0;-1.0;-1;35;null;
35075;CHAUVIGNE;2021;18;1;163695.0;1440.63;112.105;-1.0;-1.0;-1;35;null;
35076;CHAVAGNE;2018;36;18;182886.0;2046.31;89.6296;-1.0;-1.0;-1;35;null;
35076;CHAVAGNE;2019;28;23;180809.0;2121.35;86.8235;186.0;3558.0;4187;35;null;
35076;CHAVAGNE;2020;41;24;197884.0;2291.22;89.5385;182.0;0.0;4267;35;null;
35076;CHAVAGNE;2021;48;40;218315.0;2550.72;87.2045;-1.0;-1.0;-1;35;null;
35077;CHELUN;2018;3;0;148033.0;1284.0;119.333;-1.0;-1.0;-1;35;null;
35077;CHELUN;2019;3;0;128000.0;846.667;152.0;-1.0;-1.0;-1;35;null;
35077;CHELUN;2020;8;0;98304.4;839.375;118.5;-1.0;-1.0;-1;35;null;
35077;CHELUN;2021;9;0;109202.0;1308.11;82.5556;-1.0;-1.0;-1;35;null;
35078;CHERRUEIX;2018;6;0;196667.0;2618.5;82.5;-1.0;-1.0;-1;35;null;
35078;CHERRUEIX;2019;15;0;176700.0;1716.13;110.933;-1.0;-1.0;-1;35;null;
35078;CHERRUEIX;2020;26;0;182218.0;1867.04;99.6538;-1.0;-1.0;-1;35;null;
35078;CHERRUEIX;2021;14;1;200513.0;1907.4;105.933;-1.0;-1.0;-1;35;null;
35079;CHEVAIGNE;2018;23;1;221839.0;1864.96;122.958;-1.0;-1.0;-1;35;Gare [codeGare=87471458, nomGare=CHEVAIGNE, estFret=false, estVoyageur=truecommune35079];
35079;CHEVAIGNE;2019;24;1;235153.0;2273.96;106.48;-1.0;-1.0;-1;35;Gare [codeGare=87471458, nomGare=CHEVAIGNE, estFret=false, estVoyageur=truecommune35079];
35079;CHEVAIGNE;2020;18;3;246053.0;2579.33;95.8095;-1.0;-1.0;-1;35;Gare [codeGare=87471458, nomGare=CHEVAIGNE, estFret=false, estVoyageur=truecommune35079];
35079;CHEVAIGNE;2021;26;3;289471.0;2919.03;99.3103;-1.0;-1.0;-1;35;Gare [codeGare=87471458, nomGare=CHEVAIGNE, estFret=false, estVoyageur=truecommune35079];
35080;CINTRE;2018;25;1;209232.0;1938.27;108.731;-1.0;-1.0;-1;35;null;
35080;CINTRE;2019;33;5;188544.0;1874.11;103.474;-1.0;-1.0;-1;35;null;
35080;CINTRE;2020;32;2;196643.0;1910.79;104.853;-1.0;-1.0;-1;35;null;
35080;CINTRE;2021;32;6;217897.0;2271.26;97.2105;-1.0;-1.0;-1;35;null;
35081;CLAYES;2018;8;0;188062.0;2089.88;90.875;-1.0;-1.0;-1;35;null;
35081;CLAYES;2019;7;0;152147.0;1783.0;85.8571;-1.0;-1.0;-1;35;null;
35081;CLAYES;2020;14;0;201408.0;2167.57;92.8571;-1.0;-1.0;-1;35;null;
35081;CLAYES;2021;5;0;197090.0;2445.2;81.2;-1.0;-1.0;-1;35;null;
35082;COESMES;2018;16;1;120206.0;1206.18;104.353;-1.0;-1.0;-1;35;null;
35082;COESMES;2019;18;1;130724.0;1156.37;110.474;-1.0;-1.0;-1;35;null;
35082;COESMES;2020;23;0;145560.0;1357.17;109.783;-1.0;-1.0;-1;35;null;
35082;COESMES;2021;23;0;156082.0;1386.22;118.043;-1.0;-1.0;-1;35;null;
35084;COMBLESSAC;2018;7;0;121190.0;1243.29;96.4286;-1.0;-1.0;-1;35;null;
35084;COMBLESSAC;2019;11;0;120360.0;1226.18;92.7273;-1.0;-1.0;-1;35;null;
35084;COMBLESSAC;2020;16;0;98972.8;1331.38;76.75;-1.0;-1.0;-1;35;null;
35084;COMBLESSAC;2021;15;0;116256.0;1290.53;85.3333;-1.0;-1.0;-1;35;null;
35085;COMBOURG;2018;42;9;141038.0;1581.67;88.2745;-1.0;-1.0;-1;35;Gare [codeGare=87478057, nomGare=COMBOURG, estFret=false, estVoyageur=truecommune35085];
35085;COMBOURG;2019;69;12;152672.0;1664.75;93.3333;154.0;6754.0;5945;35;Gare [codeGare=87478057, nomGare=COMBOURG, estFret=false, estVoyageur=truecommune35085];
35085;COMBOURG;2020;57;14;160311.0;1718.97;98.3944;159.0;0.0;6088;35;Gare [codeGare=87478057, nomGare=COMBOURG, estFret=false, estVoyageur=truecommune35085];
35085;COMBOURG;2021;65;14;162677.0;1812.65;92.1139;-1.0;-1.0;-1;35;Gare [codeGare=87478057, nomGare=COMBOURG, estFret=false, estVoyageur=truecommune35085];
35086;COMBOURTILLE;2018;7;0;95001.3;968.429;95.2857;-1.0;-1.0;-1;35;null;
35086;COMBOURTILLE;2019;7;0;120529.0;1064.29;111.0;-1.0;-1.0;-1;35;null;
35086;COMBOURTILLE;2020;11;0;105373.0;1170.27;93.8182;-1.0;-1.0;-1;35;null;
35086;COMBOURTILLE;2021;13;0;137365.0;1454.46;94.6154;-1.0;-1.0;-1;35;null;
35087;CORNILLE;2018;13;0;136508.0;1562.69;89.4615;-1.0;-1.0;-1;35;null;
35087;CORNILLE;2019;7;0;137653.0;1245.14;116.143;-1.0;-1.0;-1;35;null;
35087;CORNILLE;2020;12;0;175233.0;1667.17;103.25;-1.0;-1.0;-1;35;null;
35087;CORNILLE;2021;14;0;157766.0;1469.36;106.0;-1.0;-1.0;-1;35;null;
35088;CORPS-NUDS;2018;23;2;162468.0;1807.8;93.0;-1.0;-1.0;-1;35;Gare [codeGare=87471326, nomGare=CORPS-NUDS, estFret=false, estVoyageur=truecommune35088];
35088;CORPS-NUDS;2019;36;11;176681.0;1821.43;101.979;-1.0;-1.0;-1;35;Gare [codeGare=87471326, nomGare=CORPS-NUDS, estFret=false, estVoyageur=truecommune35088];
35088;CORPS-NUDS;2020;47;6;204858.0;2090.85;101.358;-1.0;-1.0;-1;35;Gare [codeGare=87471326, nomGare=CORPS-NUDS, estFret=false, estVoyageur=truecommune35088];
35088;CORPS-NUDS;2021;37;3;244486.0;2214.85;110.4;-1.0;-1.0;-1;35;Gare [codeGare=87471326, nomGare=CORPS-NUDS, estFret=false, estVoyageur=truecommune35088];
35089;LA COUYERE;2018;7;0;128000.0;1225.71;101.714;-1.0;-1.0;-1;35;null;
35089;LA COUYERE;2019;6;0;111417.0;1378.33;79.8333;-1.0;-1.0;-1;35;null;
35089;LA COUYERE;2020;9;0;92186.1;1518.56;68.6667;-1.0;-1.0;-1;35;null;
35089;LA COUYERE;2021;17;0;179559.0;1925.18;92.8824;-1.0;-1.0;-1;35;null;
35090;CREVIN;2018;21;12;149192.0;1762.48;85.4242;-1.0;-1.0;-1;35;null;
35090;CREVIN;2019;41;7;161917.0;1752.25;93.1667;-1.0;-1.0;-1;35;null;
35090;CREVIN;2020;22;10;185044.0;1873.56;100.188;-1.0;-1.0;-1;35;null;
35090;CREVIN;2021;33;10;207415.0;2140.42;96.9302;-1.0;-1.0;-1;35;null;
35091;LE CROUAIS;2018;6;0;159567.0;1234.17;127.167;-1.0;-1.0;-1;35;null;
35091;LE CROUAIS;2019;6;0;144383.0;1110.33;131.833;-1.0;-1.0;-1;35;null;
35091;LE CROUAIS;2020;13;0;172306.0;1616.0;115.923;-1.0;-1.0;-1;35;null;
35091;LE CROUAIS;2021;19;0;134095.0;1280.11;96.6842;-1.0;-1.0;-1;35;null;
35092;CUGUEN;2018;14;0;126568.0;1249.29;101.0;-1.0;-1.0;-1;35;null;
35092;CUGUEN;2019;9;0;110429.0;1158.44;89.8889;-1.0;-1.0;-1;35;null;
35092;CUGUEN;2020;9;0;157668.0;1392.78;117.444;-1.0;-1.0;-1;35;null;
35092;CUGUEN;2021;12;0;138817.0;1360.17;100.0;-1.0;-1.0;-1;35;null;
35093;DINARD;2018;161;191;285988.0;3905.08;74.3665;-1.0;-1.0;-1;35;null;
35093;DINARD;2019;165;228;286955.0;4111.13;69.0483;3628.0;27743.0;10148;35;null;
35093;DINARD;2020;138;181;341264.0;4593.04;74.5047;3901.0;0.0;10674;35;null;
35093;DINARD;2021;170;207;389017.0;5065.6;77.0292;-1.0;-1.0;-1;35;null;
35094;DINGE;2018;23;0;153372.0;1554.74;96.0435;-1.0;-1.0;-1;35;Gare [codeGare=87478040, nomGare=DINGE, estFret=false, estVoyageur=truecommune35094];
35094;DINGE;2019;17;0;120406.0;1302.35;92.7059;-1.0;-1.0;-1;35;Gare [codeGare=87478040, nomGare=DINGE, estFret=false, estVoyageur=truecommune35094];
35094;DINGE;2020;26;0;175992.0;1605.42;113.5;-1.0;-1.0;-1;35;Gare [codeGare=87478040, nomGare=DINGE, estFret=false, estVoyageur=truecommune35094];
35094;DINGE;2021;24;2;173860.0;1813.08;93.5769;-1.0;-1.0;-1;35;Gare [codeGare=87478040, nomGare=DINGE, estFret=false, estVoyageur=truecommune35094];
35095;DOL-DE-BRETAGNE;2018;60;38;128676.0;1653.16;79.9796;-1.0;-1.0;-1;35;Gare [codeGare=87478073, nomGare=DOL-DE-BRETAGNE, estFret=true, estVoyageur=truecommune35095];
35095;DOL-DE-BRETAGNE;2019;68;41;155685.0;1889.68;90.4312;653.0;7233.0;5714;35;Gare [codeGare=87478073, nomGare=DOL-DE-BRETAGNE, estFret=true, estVoyageur=truecommune35095];
35095;DOL-DE-BRETAGNE;2020;66;40;149395.0;1838.68;82.4811;926.0;0.0;6027;35;Gare [codeGare=87478073, nomGare=DOL-DE-BRETAGNE, estFret=true, estVoyageur=truecommune35095];
35095;DOL-DE-BRETAGNE;2021;74;46;183127.0;2203.52;84.1583;-1.0;-1.0;-1;35;Gare [codeGare=87478073, nomGare=DOL-DE-BRETAGNE, estFret=true, estVoyageur=truecommune35095];
35096;DOMAGNE;2018;28;4;160462.0;1676.56;99.1875;-1.0;-1.0;-1;35;null;
35096;DOMAGNE;2019;30;6;174532.0;1631.97;110.75;-1.0;-1.0;-1;35;null;
35096;DOMAGNE;2020;18;15;162020.0;1991.45;87.8182;-1.0;-1.0;-1;35;null;
35096;DOMAGNE;2021;24;10;172837.0;2134.5;85.0588;-1.0;-1.0;-1;35;null;
35097;DOMALAIN;2018;30;0;128060.0;1406.03;87.1667;-1.0;-1.0;-1;35;null;
35097;DOMALAIN;2019;23;0;153996.0;1477.43;111.826;-1.0;-1.0;-1;35;null;
35097;DOMALAIN;2020;25;0;154386.0;1475.96;105.92;-1.0;-1.0;-1;35;null;
35097;DOMALAIN;2021;20;0;175825.0;1680.4;107.25;-1.0;-1.0;-1;35;null;
35098;LA DOMINELAIS;2018;16;0;134565.0;1306.88;101.062;-1.0;-1.0;-1;35;null;
35098;LA DOMINELAIS;2019;18;0;102502.0;1068.61;96.1111;-1.0;-1.0;-1;35;null;
35098;LA DOMINELAIS;2020;9;0;148211.0;1349.56;108.333;-1.0;-1.0;-1;35;null;
35098;LA DOMINELAIS;2021;19;0;141695.0;1760.05;82.5789;-1.0;-1.0;-1;35;null;
35099;DOMLOUP;2018;46;10;213365.0;2065.79;104.268;-1.0;-1.0;-1;35;null;
35099;DOMLOUP;2019;31;10;225262.0;2310.07;97.561;-1.0;-1.0;-1;35;null;
35099;DOMLOUP;2020;34;8;228188.0;2348.14;97.8333;-1.0;-1.0;-1;35;null;
35099;DOMLOUP;2021;49;10;259779.0;2466.81;105.186;-1.0;-1.0;-1;35;null;
35101;DOURDAIN;2018;13;0;139242.0;1686.39;85.8462;-1.0;-1.0;-1;35;null;
35101;DOURDAIN;2019;11;0;165651.0;1586.09;111.0;-1.0;-1.0;-1;35;null;
35101;DOURDAIN;2020;12;0;178621.0;1651.17;112.0;-1.0;-1.0;-1;35;null;
35101;DOURDAIN;2021;21;0;208134.0;1960.52;106.952;-1.0;-1.0;-1;35;null;
35102;DROUGES;2018;3;0;105000.0;1022.0;95.6667;-1.0;-1.0;-1;35;null;
35102;DROUGES;2019;6;0;119633.0;1282.33;93.1667;-1.0;-1.0;-1;35;null;
35102;DROUGES;2020;6;0;93833.3;1224.67;85.5;-1.0;-1.0;-1;35;null;
35102;DROUGES;2021;4;0;140622.0;1495.5;93.25;-1.0;-1.0;-1;35;null;
35103;EANCE;2018;6;0;74916.7;828.167;92.6667;-1.0;-1.0;-1;35;null;
35103;EANCE;2019;2;0;118000.0;737.5;156.5;-1.0;-1.0;-1;35;null;
35103;EANCE;2020;7;0;134457.0;1153.57;116.571;-1.0;-1.0;-1;35;null;
35103;EANCE;2021;13;0;121769.0;1259.0;97.2308;-1.0;-1.0;-1;35;null;
35104;EPINIAC;2018;16;0;125106.0;1401.31;92.8125;-1.0;-1.0;-1;35;null;
35104;EPINIAC;2019;21;0;142574.0;1731.71;84.2381;-1.0;-1.0;-1;35;null;
35104;EPINIAC;2020;17;0;162114.0;1532.59;100.765;-1.0;-1.0;-1;35;null;
35104;EPINIAC;2021;19;0;155045.0;1459.42;105.421;-1.0;-1.0;-1;35;null;
35105;ERBREE;2018;15;0;135926.0;1431.4;99.8667;-1.0;-1.0;-1;35;null;
35105;ERBREE;2019;11;0;161027.0;1572.82;103.364;-1.0;-1.0;-1;35;null;
35105;ERBREE;2020;16;0;188210.0;1721.88;115.062;-1.0;-1.0;-1;35;null;
35105;ERBREE;2021;22;0;168236.0;1652.0;111.045;-1.0;-1.0;-1;35;null;
35106;ERCE-EN-LAMEE;2018;13;0;98846.1;1061.08;90.3077;-1.0;-1.0;-1;35;null;
35106;ERCE-EN-LAMEE;2019;22;1;130640.0;1308.04;102.0;-1.0;-1.0;-1;35;null;
35106;ERCE-EN-LAMEE;2020;34;0;141174.0;1334.94;102.412;-1.0;-1.0;-1;35;null;
35106;ERCE-EN-LAMEE;2021;27;0;133031.0;1299.37;104.593;-1.0;-1.0;-1;35;null;
35107;ERCE-PRES-LIFFRE;2018;23;1;194842.0;1832.08;108.917;-1.0;-1.0;-1;35;null;
35107;ERCE-PRES-LIFFRE;2019;22;0;200665.0;1718.05;116.182;-1.0;-1.0;-1;35;null;
35107;ERCE-PRES-LIFFRE;2020;17;0;189809.0;2065.41;91.7059;-1.0;-1.0;-1;35;null;
35107;ERCE-PRES-LIFFRE;2021;24;1;239455.0;2174.12;114.64;-1.0;-1.0;-1;35;null;
35108;ESSE;2018;7;0;193698.0;1730.29;116.143;-1.0;-1.0;-1;35;null;
35108;ESSE;2019;6;0;122000.0;1721.67;80.0;-1.0;-1.0;-1;35;null;
35108;ESSE;2020;13;0;173931.0;1907.85;95.0;-1.0;-1.0;-1;35;null;
35108;ESSE;2021;17;1;173481.0;1910.0;101.611;-1.0;-1.0;-1;35;null;
35109;ETRELLES;2018;12;3;116999.0;1476.8;80.8667;-1.0;-1.0;-1;35;null;
35109;ETRELLES;2019;26;5;187203.0;1801.1;106.806;-1.0;-1.0;-1;35;null;
35109;ETRELLES;2020;23;4;184207.0;1795.37;107.037;-1.0;-1.0;-1;35;null;
35109;ETRELLES;2021;26;10;177043.0;1867.42;102.028;-1.0;-1.0;-1;35;null;
35110;FEINS;2018;6;0;109212.0;1249.67;87.3333;-1.0;-1.0;-1;35;null;
35110;FEINS;2019;15;0;139990.0;1411.87;107.2;-1.0;-1.0;-1;35;null;
35110;FEINS;2020;14;0;152074.0;1325.71;119.286;-1.0;-1.0;-1;35;null;
35110;FEINS;2021;10;0;139148.0;1588.3;95.5;-1.0;-1.0;-1;35;null;
35111;LE FERRE;2018;5;0;87820.0;838.0;113.0;-1.0;-1.0;-1;35;null;
35111;LE FERRE;2019;8;0;91062.5;1046.75;107.75;-1.0;-1.0;-1;35;null;
35111;LE FERRE;2020;10;0;115650.0;1126.0;101.4;-1.0;-1.0;-1;35;null;
35111;LE FERRE;2021;8;0;84562.5;931.5;104.375;-1.0;-1.0;-1;35;null;
35112;FLEURIGNE;2018;11;1;127183.0;1445.25;95.3333;-1.0;-1.0;-1;35;null;
35112;FLEURIGNE;2019;10;0;104750.0;1014.6;103.5;-1.0;-1.0;-1;35;null;
35112;FLEURIGNE;2020;11;0;136954.0;1350.73;105.273;-1.0;-1.0;-1;35;null;
35112;FLEURIGNE;2021;15;0;163045.0;1568.47;115.2;-1.0;-1.0;-1;35;null;
35114;FORGES-LA-FORET;2018;3;0;75676.0;835.667;96.3333;-1.0;-1.0;-1;35;null;
35114;FORGES-LA-FORET;2019;6;0;70833.3;909.667;80.3333;-1.0;-1.0;-1;35;null;
35114;FORGES-LA-FORET;2020;3;0;123527.0;1138.33;107.0;-1.0;-1.0;-1;35;null;
35114;FORGES-LA-FORET;2021;2;0;201500.0;2542.5;75.5;-1.0;-1.0;-1;35;null;
35115;FOUGERES;2018;152;143;118817.0;1355.75;86.2848;-1.0;-1.0;-1;35;null;
35115;FOUGERES;2019;182;172;113336.0;1366.7;82.7175;1447.0;25223.0;20528;35;null;
35115;FOUGERES;2020;156;135;134875.0;1576.96;85.2818;1347.0;0.0;21186;35;null;
35115;FOUGERES;2021;162;204;134486.0;1698.87;80.2787;-1.0;-1.0;-1;35;null;
35116;LA FRESNAIS;2018;32;0;158109.0;1656.97;99.9062;-1.0;-1.0;-1;35;Gare [codeGare=87478081, nomGare=LA FRESNAIS, estFret=false, estVoyageur=truecommune35116];
35116;LA FRESNAIS;2019;44;1;169341.0;1697.47;102.067;-1.0;-1.0;-1;35;Gare [codeGare=87478081, nomGare=LA FRESNAIS, estFret=false, estVoyageur=truecommune35116];
35116;LA FRESNAIS;2020;31;0;167671.0;1714.71;99.9355;-1.0;-1.0;-1;35;Gare [codeGare=87478081, nomGare=LA FRESNAIS, estFret=false, estVoyageur=truecommune35116];
35116;LA FRESNAIS;2021;39;2;199128.0;2310.12;91.3171;-1.0;-1.0;-1;35;Gare [codeGare=87478081, nomGare=LA FRESNAIS, estFret=false, estVoyageur=truecommune35116];
35117;GAEL;2018;18;2;103624.0;1012.4;105.65;-1.0;-1.0;-1;35;null;
35117;GAEL;2019;25;2;89288.9;888.111;98.1481;-1.0;-1.0;-1;35;null;
35117;GAEL;2020;27;1;85532.9;854.179;100.536;-1.0;-1.0;-1;35;null;
35117;GAEL;2021;15;7;91813.9;1146.36;76.4545;-1.0;-1.0;-1;35;null;
35118;GAHARD;2018;21;1;155489.0;1474.32;103.409;-1.0;-1.0;-1;35;null;
35118;GAHARD;2019;13;0;148015.0;1432.46;95.7692;-1.0;-1.0;-1;35;null;
35118;GAHARD;2020;19;0;174613.0;1521.53;116.632;-1.0;-1.0;-1;35;null;
35118;GAHARD;2021;18;0;191362.0;1711.28;116.111;-1.0;-1.0;-1;35;null;
35119;GENNES-SUR-SEICHE;2018;5;0;177786.0;1199.8;140.6;-1.0;-1.0;-1;35;null;
35119;GENNES-SUR-SEICHE;2019;10;0;156007.0;1773.6;111.3;-1.0;-1.0;-1;35;null;
35119;GENNES-SUR-SEICHE;2020;6;0;181683.0;1304.83;118.0;-1.0;-1.0;-1;35;null;
35119;GENNES-SUR-SEICHE;2021;12;0;142164.0;1268.75;111.167;-1.0;-1.0;-1;35;null;
35120;GEVEZE;2018;61;17;205777.0;2161.35;96.4231;-1.0;-1.0;-1;35;null;
35120;GEVEZE;2019;41;15;211528.0;2284.86;92.8036;124.0;4781.0;5411;35;null;
35120;GEVEZE;2020;53;36;193357.0;2285.8;87.7303;162.0;0.0;5517;35;null;
35120;GEVEZE;2021;58;23;233912.0;2538.85;91.1235;-1.0;-1.0;-1;35;null;
35121;GOSNE;2018;13;2;177794.0;1836.0;96.8667;-1.0;-1.0;-1;35;null;
35121;GOSNE;2019;21;0;198995.0;1966.29;111.286;-1.0;-1.0;-1;35;null;
35121;GOSNE;2020;20;1;211437.0;1897.57;112.619;-1.0;-1.0;-1;35;null;
35121;GOSNE;2021;17;1;225783.0;2117.11;109.278;-1.0;-1.0;-1;35;null;
35122;LA GOUESNIERE;2018;19;4;165087.0;2031.87;84.3044;-1.0;-1.0;-1;35;null;
35122;LA GOUESNIERE;2019;26;2;172929.0;1899.93;92.2143;-1.0;-1.0;-1;35;null;
35122;LA GOUESNIERE;2020;30;5;200227.0;2254.89;89.9429;-1.0;-1.0;-1;35;null;
35122;LA GOUESNIERE;2021;31;3;267270.0;2530.85;104.5;-1.0;-1.0;-1;35;null;
35123;GOVEN;2018;45;9;197876.0;1859.81;107.63;-1.0;-1.0;-1;35;null;
35123;GOVEN;2019;45;9;178158.0;1877.7;95.7778;286.0;3066.0;4324;35;null;
35123;GOVEN;2020;49;9;197760.0;1942.16;102.19;203.0;0.0;4414;35;null;
35123;GOVEN;2021;50;16;214010.0;2180.09;100.303;-1.0;-1.0;-1;35;null;
35124;GRAND-FOUGERAY;2018;29;0;110467.0;1133.24;101.207;-1.0;-1.0;-1;35;null;
35124;GRAND-FOUGERAY;2019;30;0;136291.0;1270.87;109.267;-1.0;-1.0;-1;35;null;
35124;GRAND-FOUGERAY;2020;40;0;131157.0;1189.3;106.075;-1.0;-1.0;-1;35;null;
35124;GRAND-FOUGERAY;2021;40;1;145945.0;1360.44;103.732;-1.0;-1.0;-1;35;null;
35125;LA GUERCHE-DE-BRETAGNE;2018;32;11;94550.9;1121.77;83.0698;-1.0;-1.0;-1;35;null;
35125;LA GUERCHE-DE-BRETAGNE;2019;51;8;104990.0;1221.08;88.7797;289.0;4909.0;4233;35;null;
35125;LA GUERCHE-DE-BRETAGNE;2020;63;14;105178.0;1224.9;88.2597;423.0;0.0;4380;35;null;
35125;LA GUERCHE-DE-BRETAGNE;2021;67;17;127646.0;1364.73;93.119;-1.0;-1.0;-1;35;null;
35126;GUICHEN;2018;87;16;194985.0;1864.66;105.544;-1.0;-1.0;-1;35;Gare [codeGare=87471144, nomGare=LAILLE, estFret=false, estVoyageur=truecommune35126];
35126;GUICHEN;2019;99;21;190402.0;2013.19;95.675;97.0;9727.0;8646;35;Gare [codeGare=87471144, nomGare=LAILLE, estFret=false, estVoyageur=truecommune35126];
35126;GUICHEN;2020;110;17;216383.0;2197.39;100.654;77.0;0.0;8847;35;Gare [codeGare=87471144, nomGare=LAILLE, estFret=false, estVoyageur=truecommune35126];
35126;GUICHEN;2021;107;16;252065.0;2397.54;108.114;-1.0;-1.0;-1;35;Gare [codeGare=87471144, nomGare=LAILLE, estFret=false, estVoyageur=truecommune35126];
35127;GUIGNEN;2018;36;1;155233.0;1655.86;97.7838;-1.0;-1.0;-1;35;null;
35127;GUIGNEN;2019;51;4;160823.0;1632.27;102.109;142.0;4782.0;3944;35;null;
