idCommune;nomCommune;Annee;nbMaison;nbAppart;prixMoyen;prixM2Moyen;surfaceMoy;depCulturellesTotales;budgetTotal;population;departement;gare
22070;GUINGAMP;2021;115;60;104982.0;1405.43;77.6514;-1.0;-1.0;-1;22;Gare [codeGare=87473207, nomGare=GUINGAMP, estFret=true, estVoyageur=truecommune22070];
22071;GUITTE;2018;14;0;107659.0;1295.29;81.6429;-1.0;-1.0;-1;22;null;
22071;GUITTE;2019;6;0;115333.0;1400.5;91.5;-1.0;-1.0;-1;22;null;
22071;GUITTE;2020;11;0;110055.0;1215.27;92.0909;-1.0;-1.0;-1;22;null;
22071;GUITTE;2021;4;0;101750.0;1176.5;79.5;-1.0;-1.0;-1;22;null;
22072;GURUNHUEL;2018;6;0;86087.8;1053.33;79.0;-1.0;-1.0;-1;22;null;
22072;GURUNHUEL;2019;5;0;80900.0;1321.6;65.0;-1.0;-1.0;-1;22;null;
22072;GURUNHUEL;2020;8;0;63241.5;881.75;67.5;-1.0;-1.0;-1;22;null;
22072;GURUNHUEL;2021;10;0;83900.0;1345.3;70.9;-1.0;-1.0;-1;22;null;
22073;LA HARMOYE;2018;4;0;109838.0;1174.0;95.0;-1.0;-1.0;-1;22;null;
22073;LA HARMOYE;2019;6;0;109950.0;1044.67;102.167;-1.0;-1.0;-1;22;null;
22073;LA HARMOYE;2020;4;0;151875.0;1316.75;121.0;-1.0;-1.0;-1;22;null;
22073;LA HARMOYE;2021;10;0;158185.0;1406.9;116.0;-1.0;-1.0;-1;22;null;
22074;LE HAUT-CORLAY;2018;8;0;108048.0;1119.0;111.0;-1.0;-1.0;-1;22;null;
22074;LE HAUT-CORLAY;2019;12;0;112933.0;1096.58;101.583;-1.0;-1.0;-1;22;null;
22074;LE HAUT-CORLAY;2020;16;0;80181.2;808.688;101.375;-1.0;-1.0;-1;22;null;
22074;LE HAUT-CORLAY;2021;17;0;113519.0;1124.53;104.471;-1.0;-1.0;-1;22;null;
22075;HEMONSTOIR;2018;4;0;82440.0;931.5;88.0;-1.0;-1.0;-1;22;null;
22075;HEMONSTOIR;2019;5;0;90000.0;974.2;86.8;-1.0;-1.0;-1;22;null;
22075;HEMONSTOIR;2020;7;0;115286.0;1051.71;108.857;-1.0;-1.0;-1;22;null;
22075;HEMONSTOIR;2021;6;0;113833.0;1276.5;90.8333;-1.0;-1.0;-1;22;null;
22076;HENANBIHEN;2018;21;0;134769.0;1392.1;101.286;-1.0;-1.0;-1;22;null;
22076;HENANBIHEN;2019;14;1;130700.0;1128.73;120.333;-1.0;-1.0;-1;22;null;
22076;HENANBIHEN;2020;23;0;138865.0;1712.91;84.8261;-1.0;-1.0;-1;22;null;
22076;HENANBIHEN;2021;28;0;175701.0;1735.86;108.571;-1.0;-1.0;-1;22;null;
22077;HENANSAL;2018;8;0;134562.0;1665.25;96.0;-1.0;-1.0;-1;22;null;
22077;HENANSAL;2019;15;0;122887.0;1189.67;106.733;-1.0;-1.0;-1;22;null;
22077;HENANSAL;2020;15;0;176182.0;1578.2;108.533;-1.0;-1.0;-1;22;null;
22077;HENANSAL;2021;24;0;176599.0;1711.79;104.042;-1.0;-1.0;-1;22;null;
22079;HENON;2018;5;0;115720.0;1106.8;96.2;-1.0;-1.0;-1;22;null;
22079;HENON;2019;15;0;102540.0;1231.8;80.6667;-1.0;-1.0;-1;22;null;
22079;HENON;2020;11;0;159132.0;1550.64;103.909;-1.0;-1.0;-1;22;null;
22079;HENON;2021;14;0;147318.0;1381.0;109.571;-1.0;-1.0;-1;22;null;
22081;HILLION;2018;38;1;123504.0;1433.51;87.8974;-1.0;-1.0;-1;22;null;
22081;HILLION;2019;43;0;159690.0;1610.0;102.023;257.0;4798.0;4160;22;null;
22081;HILLION;2020;47;4;191414.0;1846.69;104.804;280.0;0.0;4257;22;null;
22081;HILLION;2021;57;3;181259.0;1915.55;94.8333;-1.0;-1.0;-1;22;null;
22082;LE HINGLE;2018;10;0;174500.0;1784.4;102.1;-1.0;-1.0;-1;22;null;
22082;LE HINGLE;2019;16;0;153719.0;1530.0;104.375;-1.0;-1.0;-1;22;null;
22082;LE HINGLE;2020;13;0;177090.0;1601.69;111.692;-1.0;-1.0;-1;22;null;
22082;LE HINGLE;2021;13;1;212512.0;1894.14;117.571;-1.0;-1.0;-1;22;null;
22083;ILLIFAUT;2018;5;0;102000.0;800.0;130.8;-1.0;-1.0;-1;22;null;
22083;ILLIFAUT;2019;13;0;91845.0;979.0;91.6923;-1.0;-1.0;-1;22;null;
22083;ILLIFAUT;2020;12;0;90666.7;866.0;99.0833;-1.0;-1.0;-1;22;null;
22083;ILLIFAUT;2021;7;0;82494.3;914.714;87.4286;-1.0;-1.0;-1;22;null;
22084;JUGON-LES-LACS - Commune NOUVELLE;2018;19;3;126593.0;1234.77;115.773;-1.0;-1.0;-1;22;null;
22084;JUGON-LES-LACS - Commune NOUVELLE;2019;27;2;116643.0;1425.69;88.6897;-1.0;-1.0;-1;22;null;
22084;JUGON-LES-LACS - Commune NOUVELLE;2020;40;1;124296.0;1288.66;95.4146;-1.0;-1.0;-1;22;null;
22084;JUGON-LES-LACS - Commune NOUVELLE;2021;48;5;164750.0;1895.79;96.3962;-1.0;-1.0;-1;22;null;
22085;KERBORS;2018;5;0;228760.0;1994.0;99.4;-1.0;-1.0;-1;22;null;
22085;KERBORS;2019;8;0;206375.0;2086.62;107.0;-1.0;-1.0;-1;22;null;
22085;KERBORS;2020;3;0;298067.0;2158.0;157.667;-1.0;-1.0;-1;22;null;
22085;KERBORS;2021;7;0;336103.0;2871.86;105.714;-1.0;-1.0;-1;22;null;
22086;KERFOT;2018;2;0;116500.0;1312.0;135.0;-1.0;-1.0;-1;22;null;
22086;KERFOT;2019;17;0;148659.0;1375.88;110.824;-1.0;-1.0;-1;22;null;
22086;KERFOT;2020;11;0;193687.0;1583.0;116.091;-1.0;-1.0;-1;22;null;
22086;KERFOT;2021;13;0;217346.0;1782.0;124.154;-1.0;-1.0;-1;22;null;
22087;KERGRIST-MOELOU;2018;6;0;85847.5;951.0;97.8333;-1.0;-1.0;-1;22;null;
22087;KERGRIST-MOELOU;2019;15;0;63835.0;829.0;71.0;-1.0;-1.0;-1;22;null;
22087;KERGRIST-MOELOU;2020;11;0;90589.2;854.636;99.0;-1.0;-1.0;-1;22;null;
22087;KERGRIST-MOELOU;2021;18;0;99227.5;1040.61;89.3889;-1.0;-1.0;-1;22;null;
22088;KERIEN;2018;4;0;69950.0;694.75;94.0;-1.0;-1.0;-1;22;null;
22088;KERIEN;2019;5;0;96500.0;1460.8;80.2;-1.0;-1.0;-1;22;null;
22088;KERIEN;2020;6;0;98366.7;1113.67;91.3333;-1.0;-1.0;-1;22;null;
22088;KERIEN;2021;7;0;103902.0;1218.57;88.7143;-1.0;-1.0;-1;22;null;
22090;KERMARIA-SULARD;2018;15;0;160904.0;1553.73;105.6;-1.0;-1.0;-1;22;null;
22090;KERMARIA-SULARD;2019;18;0;148219.0;1434.0;109.944;-1.0;-1.0;-1;22;null;
22090;KERMARIA-SULARD;2020;15;0;169440.0;1457.33;116.6;-1.0;-1.0;-1;22;null;
22090;KERMARIA-SULARD;2021;20;0;176618.0;1985.4;100.45;-1.0;-1.0;-1;22;null;
22091;KERMOROC'H;2018;4;0;136500.0;1471.25;96.0;-1.0;-1.0;-1;22;null;
22091;KERMOROC'H;2019;6;0;104967.0;1163.33;99.5;-1.0;-1.0;-1;22;null;
22091;KERMOROC'H;2020;5;0;106400.0;1112.8;97.6;-1.0;-1.0;-1;22;null;
22091;KERMOROC'H;2021;14;0;133805.0;1424.86;94.3571;-1.0;-1.0;-1;22;null;
22092;KERPERT;2018;4;0;74000.0;897.75;96.75;-1.0;-1.0;-1;22;null;
22092;KERPERT;2019;1;0;50000.0;403.0;124.0;-1.0;-1.0;-1;22;null;
22092;KERPERT;2020;8;0;101113.0;898.0;117.625;-1.0;-1.0;-1;22;null;
22092;KERPERT;2021;12;0;79108.3;868.833;98.9167;-1.0;-1.0;-1;22;null;
22093;LAMBALLE-ARMOR;2018;166;42;161689.0;1740.19;95.8606;-1.0;-1.0;-1;22;Gare [codeGare=87473108, nomGare=LAMBALLE, estFret=true, estVoyageur=truecommune22093];
22093;LAMBALLE-ARMOR;2019;166;77;147853.0;1687.11;88.1317;1664.0;17787.0;16742;22;Gare [codeGare=87473108, nomGare=LAMBALLE, estFret=true, estVoyageur=truecommune22093];
22093;LAMBALLE-ARMOR;2020;183;54;180386.0;1853.25;98.076;1848.0;0.0;17216;22;Gare [codeGare=87473108, nomGare=LAMBALLE, estFret=true, estVoyageur=truecommune22093];
22093;LAMBALLE-ARMOR;2021;224;64;187231.0;2075.29;93.6042;-1.0;-1.0;-1;22;Gare [codeGare=87473108, nomGare=LAMBALLE, estFret=true, estVoyageur=truecommune22093];
22094;LANCIEUX;2018;34;6;295209.0;3224.4;96.775;-1.0;-1.0;-1;22;null;
22094;LANCIEUX;2019;28;6;278010.0;3257.09;91.0588;-1.0;-1.0;-1;22;null;
22094;LANCIEUX;2020;32;5;417908.0;4161.0;95.7568;-1.0;-1.0;-1;22;null;
22094;LANCIEUX;2021;38;12;456143.0;4113.44;108.46;-1.0;-1.0;-1;22;null;
22095;LANDEBAERON;2018;1;0;100000.0;909.0;110.0;-1.0;-1.0;-1;22;null;
22095;LANDEBAERON;2019;1;0;92000.0;902.0;102.0;-1.0;-1.0;-1;22;null;
22095;LANDEBAERON;2020;5;0;93800.0;1265.4;83.8;-1.0;-1.0;-1;22;null;
22095;LANDEBAERON;2021;2;0;70000.0;673.0;104.5;-1.0;-1.0;-1;22;null;
22096;LANDEBIA;2018;6;0;130508.0;1344.83;97.1667;-1.0;-1.0;-1;22;Gare [codeGare=87473264, nomGare=LANDEBIA, estFret=false, estVoyageur=truecommune22096];
22096;LANDEBIA;2019;6;0;124917.0;1364.0;95.0;-1.0;-1.0;-1;22;Gare [codeGare=87473264, nomGare=LANDEBIA, estFret=false, estVoyageur=truecommune22096];
22096;LANDEBIA;2020;8;0;114000.0;1332.12;86.375;-1.0;-1.0;-1;22;Gare [codeGare=87473264, nomGare=LANDEBIA, estFret=false, estVoyageur=truecommune22096];
22096;LANDEBIA;2021;10;0;145850.0;1528.2;96.3;-1.0;-1.0;-1;22;Gare [codeGare=87473264, nomGare=LANDEBIA, estFret=false, estVoyageur=truecommune22096];
22097;LA LANDEC;2018;4;0;116400.0;1148.25;98.5;-1.0;-1.0;-1;22;null;
22097;LA LANDEC;2019;9;0;169239.0;1341.33;128.111;-1.0;-1.0;-1;22;null;
22097;LA LANDEC;2020;9;0;150403.0;1522.22;94.0;-1.0;-1.0;-1;22;null;
22097;LA LANDEC;2021;10;0;177840.0;1695.8;109.8;-1.0;-1.0;-1;22;null;
22098;LANDEHEN;2018;14;0;138905.0;1369.07;103.214;-1.0;-1.0;-1;22;null;
22098;LANDEHEN;2019;14;0;146699.0;1315.0;112.286;-1.0;-1.0;-1;22;null;
22098;LANDEHEN;2020;17;0;191523.0;1533.53;124.0;-1.0;-1.0;-1;22;null;
22098;LANDEHEN;2021;12;0;173622.0;1539.42;122.75;-1.0;-1.0;-1;22;null;
22099;LANFAINS;2018;12;0;137401.0;1375.0;100.167;-1.0;-1.0;-1;22;null;
22099;LANFAINS;2019;13;0;97065.4;1149.38;88.1538;-1.0;-1.0;-1;22;null;
22099;LANFAINS;2020;15;0;135514.0;1315.87;109.133;-1.0;-1.0;-1;22;null;
22099;LANFAINS;2021;19;0;132324.0;1238.95;105.474;-1.0;-1.0;-1;22;null;
22101;LANGOAT;2018;15;0;137436.0;1261.0;106.467;-1.0;-1.0;-1;22;null;
22101;LANGOAT;2019;26;0;128953.0;1265.42;102.5;-1.0;-1.0;-1;22;null;
22101;LANGOAT;2020;20;0;142932.0;1423.0;101.7;-1.0;-1.0;-1;22;null;
22101;LANGOAT;2021;25;0;151739.0;1326.68;119.84;-1.0;-1.0;-1;22;null;
22103;LANGROLAY-SUR-RANCE;2018;17;0;217662.0;1968.59;110.529;-1.0;-1.0;-1;22;null;
22103;LANGROLAY-SUR-RANCE;2019;9;0;266839.0;2018.78;126.222;-1.0;-1.0;-1;22;null;
22103;LANGROLAY-SUR-RANCE;2020;23;0;235100.0;2335.3;109.261;-1.0;-1.0;-1;22;null;
22103;LANGROLAY-SUR-RANCE;2021;22;0;232632.0;2192.41;108.864;-1.0;-1.0;-1;22;null;
22104;LANGUEDIAS;2018;7;0;86771.4;996.429;90.4286;-1.0;-1.0;-1;22;null;
22104;LANGUEDIAS;2019;10;0;104050.0;1055.2;104.4;-1.0;-1.0;-1;22;null;
22104;LANGUEDIAS;2020;8;0;118262.0;1884.88;63.375;-1.0;-1.0;-1;22;null;
22104;LANGUEDIAS;2021;13;0;159129.0;1518.08;88.2308;-1.0;-1.0;-1;22;null;
22105;LANGUENAN;2018;12;0;141361.0;1610.33;85.0;-1.0;-1.0;-1;22;Gare [codeGare=87478180, nomGare=CORSEUL-LANGUENAN, estFret=false, estVoyageur=truecommune22105];
22105;LANGUENAN;2019;21;1;153734.0;1685.73;103.409;-1.0;-1.0;-1;22;Gare [codeGare=87478180, nomGare=CORSEUL-LANGUENAN, estFret=false, estVoyageur=truecommune22105];
22105;LANGUENAN;2020;8;0;166875.0;1704.12;99.125;-1.0;-1.0;-1;22;Gare [codeGare=87478180, nomGare=CORSEUL-LANGUENAN, estFret=false, estVoyageur=truecommune22105];
22105;LANGUENAN;2021;17;0;198365.0;1988.94;101.765;-1.0;-1.0;-1;22;Gare [codeGare=87478180, nomGare=CORSEUL-LANGUENAN, estFret=false, estVoyageur=truecommune22105];
22106;LANGUEUX;2018;75;13;157214.0;1682.69;95.9659;-1.0;-1.0;-1;22;null;
22106;LANGUEUX;2019;85;24;171656.0;1776.23;97.1376;988.0;12165.0;7776;22;null;
22106;LANGUEUX;2020;68;27;153108.0;1893.28;82.2105;885.0;0.0;8037;22;null;
22106;LANGUEUX;2021;103;24;183072.0;2033.64;91.2992;-1.0;-1.0;-1;22;null;
22107;BON REPOS SUR BLAVET;2018;28;0;78291.8;895.179;90.5714;-1.0;-1.0;-1;22;null;
22107;BON REPOS SUR BLAVET;2019;21;0;93083.3;908.476;107.905;-1.0;-1.0;-1;22;null;
22107;BON REPOS SUR BLAVET;2020;39;1;99013.8;1063.4;95.675;-1.0;-1.0;-1;22;null;
22107;BON REPOS SUR BLAVET;2021;41;0;115448.0;1214.22;91.9024;-1.0;-1.0;-1;22;null;
22108;LANLEFF;2018;1;0;90000.0;3600.0;25.0;-1.0;-1.0;-1;22;null;
22108;LANLEFF;2020;1;0;142000.0;2219.0;64.0;-1.0;-1.0;-1;22;null;
22108;LANLEFF;2021;3;0;112833.0;1499.33;75.3333;-1.0;-1.0;-1;22;null;
22109;LANLOUP;2018;10;0;181759.0;1607.1;112.0;-1.0;-1.0;-1;22;null;
22109;LANLOUP;2019;10;0;132554.0;1368.8;92.0;-1.0;-1.0;-1;22;null;
22109;LANLOUP;2020;14;0;154128.0;1548.29;106.5;-1.0;-1.0;-1;22;null;
22109;LANLOUP;2021;12;0;178937.0;1959.0;98.4167;-1.0;-1.0;-1;22;null;
22110;LANMERIN;2018;3;0;185145.0;1770.67;104.0;-1.0;-1.0;-1;22;null;
22110;LANMERIN;2019;9;0;125100.0;1256.56;109.556;-1.0;-1.0;-1;22;null;
22110;LANMERIN;2020;8;0;164785.0;1656.75;99.125;-1.0;-1.0;-1;22;null;
22110;LANMERIN;2021;3;0;133333.0;1510.0;98.0;-1.0;-1.0;-1;22;null;
22111;LANMODEZ;2018;8;0;173375.0;1694.25;97.875;-1.0;-1.0;-1;22;null;
22111;LANMODEZ;2019;6;0;161917.0;1752.5;97.0;-1.0;-1.0;-1;22;null;
22111;LANMODEZ;2020;11;0;220390.0;2221.73;102.545;-1.0;-1.0;-1;22;null;
22111;LANMODEZ;2021;9;0;300668.0;2770.78;95.1111;-1.0;-1.0;-1;22;null;
22112;LANNEBERT;2018;5;0;100200.0;921.4;104.0;-1.0;-1.0;-1;22;null;
22112;LANNEBERT;2019;5;0;112992.0;1387.8;88.4;-1.0;-1.0;-1;22;null;
22112;LANNEBERT;2020;6;0;206373.0;1447.17;137.667;-1.0;-1.0;-1;22;null;
22112;LANNEBERT;2021;2;0;160000.0;1574.5;101.0;-1.0;-1.0;-1;22;null;
22113;LANNION;2018;216;90;131683.0;1522.4;88.9739;-1.0;-1.0;-1;22;Gare [codeGare=87473223, nomGare=LANNION, estFret=false, estVoyageur=truecommune22113];
22113;LANNION;2019;232;113;133189.0;1536.51;87.1681;2078.0;27405.0;20040;22;Gare [codeGare=87473223, nomGare=LANNION, estFret=false, estVoyageur=truecommune22113];
22113;LANNION;2020;217;101;140062.0;1628.03;86.7484;2216.0;0.0;20975;22;Gare [codeGare=87473223, nomGare=LANNION, estFret=false, estVoyageur=truecommune22113];
22113;LANNION;2021;262;119;161727.0;1865.57;87.7743;-1.0;-1.0;-1;22;Gare [codeGare=87473223, nomGare=LANNION, estFret=false, estVoyageur=truecommune22113];
22114;LANRELAS;2018;11;0;101975.0;1393.64;84.3636;-1.0;-1.0;-1;22;null;
22114;LANRELAS;2019;19;0;107102.0;918.474;124.0;-1.0;-1.0;-1;22;null;
22114;LANRELAS;2020;19;0;85248.4;862.105;101.368;-1.0;-1.0;-1;22;null;
22114;LANRELAS;2021;23;0;96807.6;982.478;102.348;-1.0;-1.0;-1;22;null;
22115;LANRIVAIN;2018;8;0;64625.0;665.0;99.625;-1.0;-1.0;-1;22;null;
22115;LANRIVAIN;2019;7;0;94370.3;731.857;126.714;-1.0;-1.0;-1;22;null;
22115;LANRIVAIN;2020;8;0;55462.5;708.75;81.25;-1.0;-1.0;-1;22;null;
22115;LANRIVAIN;2021;13;0;85849.6;957.385;93.6154;-1.0;-1.0;-1;22;null;
22116;LANRODEC;2018;7;0;149286.0;1435.0;101.857;-1.0;-1.0;-1;22;null;
22116;LANRODEC;2019;8;0;68437.5;894.375;77.0;-1.0;-1.0;-1;22;null;
22116;LANRODEC;2020;12;0;130279.0;1242.5;114.75;-1.0;-1.0;-1;22;null;
22116;LANRODEC;2021;17;0;126941.0;1273.53;96.2941;-1.0;-1.0;-1;22;null;
22117;LANTIC;2018;7;0;176714.0;1579.43;116.286;-1.0;-1.0;-1;22;null;
22117;LANTIC;2019;20;0;168421.0;1656.75;103.2;-1.0;-1.0;-1;22;null;
22117;LANTIC;2020;16;0;177044.0;1586.69;116.938;-1.0;-1.0;-1;22;null;
22117;LANTIC;2021;23;0;212909.0;1993.57;108.391;-1.0;-1.0;-1;22;null;
22118;LANVALLAY;2018;57;7;171896.0;1878.11;98.2031;-1.0;-1.0;-1;22;null;
22118;LANVALLAY;2019;63;11;172823.0;1778.07;102.095;118.0;3718.0;4191;22;null;
22118;LANVALLAY;2020;64;9;188429.0;1909.86;99.8767;85.0;0.0;4287;22;null;
22118;LANVALLAY;2021;86;16;201196.0;2260.74;91.7549;-1.0;-1.0;-1;22;null;
22119;LANVELLEC;2018;4;0;142250.0;1205.25;117.0;-1.0;-1.0;-1;22;null;
22119;LANVELLEC;2019;21;0;127416.0;1397.24;88.381;-1.0;-1.0;-1;22;null;
22119;LANVELLEC;2020;25;0;110271.0;1444.52;80.96;-1.0;-1.0;-1;22;null;
22119;LANVELLEC;2021;14;0;115205.0;1663.14;72.7857;-1.0;-1.0;-1;22;null;
22121;LANVOLLON;2018;31;2;97530.5;1110.24;89.9394;-1.0;-1.0;-1;22;null;
22121;LANVOLLON;2019;28;0;139637.0;1448.89;101.393;-1.0;-1.0;-1;22;null;
22121;LANVOLLON;2020;25;3;123691.0;1317.04;98.6429;-1.0;-1.0;-1;22;null;
22121;LANVOLLON;2021;34;4;170806.0;1689.84;105.921;-1.0;-1.0;-1;22;null;
22122;LAURENAN;2018;13;0;85693.8;794.462;109.0;-1.0;-1.0;-1;22;null;
22122;LAURENAN;2019;10;0;59456.0;627.7;99.8;-1.0;-1.0;-1;22;null;
22122;LAURENAN;2020;10;0;84300.0;924.0;91.3;-1.0;-1.0;-1;22;null;
22122;LAURENAN;2021;25;0;113311.0;1030.24;108.72;-1.0;-1.0;-1;22;null;
22124;LESCOUET-GOUAREC;2018;2;0;111750.0;977.0;102.5;-1.0;-1.0;-1;22;null;
22124;LESCOUET-GOUAREC;2019;2;0;117064.0;1001.5;127.0;-1.0;-1.0;-1;22;null;
22124;LESCOUET-GOUAREC;2020;8;0;92948.8;880.375;104.25;-1.0;-1.0;-1;22;null;
22124;LESCOUET-GOUAREC;2021;4;0;95500.0;817.25;108.75;-1.0;-1.0;-1;22;null;
22126;LE LESLAY;2018;2;0;47750.0;969.0;48.0;-1.0;-1.0;-1;22;null;
22126;LE LESLAY;2019;2;0;83750.0;1409.5;60.0;-1.0;-1.0;-1;22;null;
22126;LE LESLAY;2020;2;0;117550.0;949.0;124.0;-1.0;-1.0;-1;22;null;
22126;LE LESLAY;2021;2;0;131928.0;1113.5;103.0;-1.0;-1.0;-1;22;null;
22127;LEZARDRIEUX;2018;32;2;154182.0;1814.65;89.8824;-1.0;-1.0;-1;22;null;
22127;LEZARDRIEUX;2019;39;3;201470.0;1890.19;111.31;-1.0;-1.0;-1;22;null;
22127;LEZARDRIEUX;2020;34;1;184753.0;1797.17;103.886;-1.0;-1.0;-1;22;null;
22127;LEZARDRIEUX;2021;38;2;197478.0;1900.68;106.3;-1.0;-1.0;-1;22;null;
22128;LOCARN;2018;6;0;102667.0;903.5;106.833;-1.0;-1.0;-1;22;Gare [codeGare=87473561, nomGare=CARNOET-LOCARN, estFret=true, estVoyageur=truecommune22128];
22128;LOCARN;2019;12;0;67000.0;830.333;78.75;-1.0;-1.0;-1;22;Gare [codeGare=87473561, nomGare=CARNOET-LOCARN, estFret=true, estVoyageur=truecommune22128];
22128;LOCARN;2020;6;0;92993.2;810.833;107.5;-1.0;-1.0;-1;22;Gare [codeGare=87473561, nomGare=CARNOET-LOCARN, estFret=true, estVoyageur=truecommune22128];
22128;LOCARN;2021;18;0;87860.7;986.278;90.1667;-1.0;-1.0;-1;22;Gare [codeGare=87473561, nomGare=CARNOET-LOCARN, estFret=true, estVoyageur=truecommune22128];
22129;LOC-ENVEL;2018;2;0;34500.0;552.5;71.0;-1.0;-1.0;-1;22;null;
22129;LOC-ENVEL;2019;2;0;41500.0;731.5;53.0;-1.0;-1.0;-1;22;null;
22129;LOC-ENVEL;2020;4;0;82000.0;986.5;89.0;-1.0;-1.0;-1;22;null;
22129;LOC-ENVEL;2021;5;0;86420.0;1007.2;95.4;-1.0;-1.0;-1;22;null;
22131;LOGUIVY-PLOUGRAS;2018;13;0;81423.8;1243.0;78.2308;-1.0;-1.0;-1;22;null;
22131;LOGUIVY-PLOUGRAS;2019;17;0;78882.4;864.647;95.1176;-1.0;-1.0;-1;22;null;
22131;LOGUIVY-PLOUGRAS;2020;18;0;79569.4;895.556;102.444;-1.0;-1.0;-1;22;null;
22131;LOGUIVY-PLOUGRAS;2021;36;0;83995.2;1029.36;82.6944;-1.0;-1.0;-1;22;null;
22132;LOHUEC;2018;2;0;61650.0;728.0;105.0;-1.0;-1.0;-1;22;null;
22132;LOHUEC;2019;4;0;44750.0;735.75;65.5;-1.0;-1.0;-1;22;null;
22132;LOHUEC;2020;3;0;101253.0;1598.67;77.6667;-1.0;-1.0;-1;22;null;
22132;LOHUEC;2021;5;0;103400.0;1154.6;87.2;-1.0;-1.0;-1;22;null;
22133;LOSCOUET-SUR-MEU;2018;10;0;116600.0;1311.2;88.6;-1.0;-1.0;-1;22;null;
22133;LOSCOUET-SUR-MEU;2019;9;0;113522.0;1044.78;106.556;-1.0;-1.0;-1;22;null;
22133;LOSCOUET-SUR-MEU;2020;8;0;111250.0;1054.25;113.75;-1.0;-1.0;-1;22;null;
22133;LOSCOUET-SUR-MEU;2021;12;0;108983.0;1218.33;92.25;-1.0;-1.0;-1;22;null;
22134;LOUANNEC;2018;42;2;205424.0;1881.09;109.75;-1.0;-1.0;-1;22;null;
22134;LOUANNEC;2019;58;1;205811.0;2061.24;101.525;-1.0;-1.0;-1;22;null;
22134;LOUANNEC;2020;60;0;220040.0;2005.12;109.817;-1.0;-1.0;-1;22;null;
22134;LOUANNEC;2021;44;0;318746.0;2655.02;121.023;-1.0;-1.0;-1;22;null;
22135;LOUARGAT;2018;27;0;109807.0;1088.22;104.296;-1.0;-1.0;-1;22;Gare [codeGare=87473165, nomGare=BELLE-ISLE-BEGARD, estFret=false, estVoyageur=truecommune22135];
22135;LOUARGAT;2019;32;0;107208.0;1117.31;104.469;-1.0;-1.0;-1;22;Gare [codeGare=87473165, nomGare=BELLE-ISLE-BEGARD, estFret=false, estVoyageur=truecommune22135];
22135;LOUARGAT;2020;43;0;112759.0;1182.28;99.2791;-1.0;-1.0;-1;22;Gare [codeGare=87473165, nomGare=BELLE-ISLE-BEGARD, estFret=false, estVoyageur=truecommune22135];
22135;LOUARGAT;2021;59;0;131177.0;1335.8;100.644;-1.0;-1.0;-1;22;Gare [codeGare=87473165, nomGare=BELLE-ISLE-BEGARD, estFret=false, estVoyageur=truecommune22135];
22136;LOUDEAC;2018;76;18;114350.0;1238.78;96.0;-1.0;-1.0;-1;22;Gare [codeGare=87473389, nomGare=LOUDEAC, estFret=true, estVoyageur=falsecommune22136];
22136;LOUDEAC;2019;84;29;103875.0;1205.62;91.5221;1773.0;12389.0;9600;22;Gare [codeGare=87473389, nomGare=LOUDEAC, estFret=true, estVoyageur=falsecommune22136];
22136;LOUDEAC;2020;94;26;108400.0;1192.15;94.05;1740.0;0.0;9985;22;Gare [codeGare=87473389, nomGare=LOUDEAC, estFret=true, estVoyageur=falsecommune22136];
22136;LOUDEAC;2021;118;46;119232.0;1446.24;88.0427;-1.0;-1.0;-1;22;Gare [codeGare=87473389, nomGare=LOUDEAC, estFret=true, estVoyageur=falsecommune22136];
22137;MAEL-CARHAIX;2018;27;0;109922.0;1039.07;100.963;-1.0;-1.0;-1;22;null;
22137;MAEL-CARHAIX;2019;35;0;66832.6;706.943;94.9429;-1.0;-1.0;-1;22;null;
22137;MAEL-CARHAIX;2020;36;0;71867.8;837.528;89.8889;-1.0;-1.0;-1;22;null;
22137;MAEL-CARHAIX;2021;33;0;100962.0;1157.97;93.7879;-1.0;-1.0;-1;22;null;
22138;MAEL-PESTIVIEN;2018;9;0;58660.9;715.222;90.7778;-1.0;-1.0;-1;22;null;
22138;MAEL-PESTIVIEN;2019;5;0;40680.0;671.4;64.4;-1.0;-1.0;-1;22;null;
22138;MAEL-PESTIVIEN;2020;7;0;147021.0;1219.86;104.714;-1.0;-1.0;-1;22;null;
22138;MAEL-PESTIVIEN;2021;14;0;82944.6;999.714;80.6429;-1.0;-1.0;-1;22;null;
22139;MAGOAR;2018;1;0;77000.0;1925.0;40.0;-1.0;-1.0;-1;22;null;
22139;MAGOAR;2020;2;0;99000.0;906.5;103.5;-1.0;-1.0;-1;22;null;
22139;MAGOAR;2021;2;0;68500.0;748.5;94.0;-1.0;-1.0;-1;22;null;
22140;LA MALHOURE;2018;5;1;128183.0;1624.33;81.6667;-1.0;-1.0;-1;22;null;
22140;LA MALHOURE;2019;8;1;130904.0;1455.11;92.0;-1.0;-1.0;-1;22;null;
22140;LA MALHOURE;2020;1;0;175000.0;1902.0;92.0;-1.0;-1.0;-1;22;null;
22140;LA MALHOURE;2021;9;1;172250.0;1630.6;109.2;-1.0;-1.0;-1;22;null;
22141;MANTALLOT;2018;1;0;135000.0;1378.0;98.0;-1.0;-1.0;-1;22;null;
22141;MANTALLOT;2019;5;0;154000.0;1713.4;89.2;-1.0;-1.0;-1;22;null;
22141;MANTALLOT;2021;1;0;85000.0;1417.0;60.0;-1.0;-1.0;-1;22;null;
